"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE DESCRIPTION","INSPECTION DATE","ACTION","VIOLATION CODE","VIOLATION DESCRIPTION","CRITICAL FLAG","SCORE","GRADE","GRADE DATE","RECORD DATE","INSPECTION TYPE","Latitude","Longitude","Community Board","Council District","Census Tract","BIN","BBL","NTA","Location"
"50117456","POPEYES LOUISIANA KITCHEN","Queens","83-24","WOODHAVEN BOULEVARD","11385","7184271387","Chicken","01/08/2024","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","10","A","01/08/2024","01/02/2026","Cycle Inspection / Initial Inspection","40,70229436193","-73,85530380048","405","32","063900","4094697","4038660162","QN19","POINT (-73.855303800475 40.70229436193)"
"41404065","BOCADITOS","Queens","18-23","MOTT AVENUE","11691","7185020072","Latin American","06/28/2024","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","12",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,6029889692","-73,75056264398","414","31","101001","4298248","4155600030","QN15","POINT (-73.750562643976 40.602988969196)"
"40659101","LUCKY HOUSE CHINESE KITCHEN","Brooklyn",,"LEWIS AVENUE",,"7184432298","Chinese","01/04/2024","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","13","A","01/04/2024","01/02/2026","Cycle Inspection / Initial Inspection",,,,,,,,,
"50175394","MARLOW EVENTS","Brooklyn","301","COLUMBIA STREET","11231","7184867091",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,68190408953","-74,00419316924","306","39","005100","3005008","3003580003","BK33","POINT (-74.004193169238 40.68190408953)"
"50156504","BAKELICIOUS BY CHEF MANNY INC","Bronx","636","WALTON AVENUE","10451","6462284582",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,82133695947","-73,92736664173","204","08","006300","2001077","2023480053","BX63","POINT (-73.927366641733 40.821336959474)"
"50136198","PATISSERIE CHANSON","Manhattan","2040","BROADWAY","10023","9293886886","Bakery Products/Desserts","08/02/2023","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","29",,,"01/02/2026","Pre-permit (Operational) / Initial Inspection","40,77719827114","-73,98208392433","107","06","015700","1029749","1011427502","MN14","POINT (-73.982083924325 40.777198271142)"
"50093967","CREMINI'S","Brooklyn","521","COURT STREET","11231","9293054026","Italian","03/09/2023","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","36",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,67499281997","-73,99943760417","306","39","007700","3008151","3004780008","BK33","POINT (-73.999437604168 40.674992819969)"
"50172320","PIZZA STUDIO","Manhattan","364","WEST   23 STREET","10011","9724801399",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,74600823837","-74,00021653755","104","03","009300","1084979","1007460075","MN13","POINT (-74.000216537551 40.746008238371)"
"50124022","BUNNAN","Brooklyn","2123","CATON AVENUE","11226","6464894120","Caribbean","10/05/2023","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","38","C","10/05/2023","01/02/2026","Pre-permit (Operational) / Re-inspection","40,65279147185","-73,95973725946","314","40","050803","3397264","3050630058","BK42","POINT (-73.959737259455 40.652791471847)"
"50116417","A-UN","Brooklyn","156","KNICKERBOCKER AVENUE","11237","6464984224","Japanese","05/19/2023","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","16","B","05/19/2023","01/02/2026","Pre-permit (Operational) / Re-inspection","40,70428165436","-73,92800321592","304","34","042700","3071977","3031580032","BK77","POINT (-73.928003215918 40.704281654359)"
"50170393","ARVINE","Manhattan","19","GREENWICH AVENUE","10014","6462380619",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,7345241496","-73,99990257496","102","03","007100","1010689","1006100054","MN23","POINT (-73.999902574961 40.734524149598)"
"50107661","HENG THAI","Queens","23-06","JACKSON AVENUE","11101","5189829952","Thai","04/17/2025","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","61","Z","04/17/2025","01/02/2026","Cycle Inspection / Re-inspection","40,74587999117","-73,94545068389","402","26","001900","4000731","4000850102","QN31","POINT (-73.945450683889 40.745879991168)"
"50103252","COMPLETE CAFE","Manhattan","25","WEST   14 STREET","10011","2127777705","Juice, Smoothies, Fruit Salads","11/21/2025","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","23",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,73643987025","-73,99464868507","105","03","005400","1015290","1008160023","MN13","POINT (-73.994648685073 40.736439870246)"
"50139258","MISIPASTA","Brooklyn","46","GRAND STREET","11249","3472449046","Italian","10/27/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","10",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,71599450872","-73,96542376245","301","33","055100","3321264","3023900013","BK73","POINT (-73.965423762453 40.715994508719)"
"50084407","EL FOGON DOMINICANO RESTAURANT","Bronx","1410","MORRIS AVENUE","10456","3472701708","Latin American","11/26/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","19","Z","11/26/2025","01/02/2026","Cycle Inspection / Re-inspection","40,83818927406","-73,911182837","204","16","022500","2007297","2027860002","BX14","POINT (-73.911182837002 40.838189274057)"
"50132987","PLATFORM/GOOD TO GO","Manhattan","25","11 AVENUE","10011","2123374341","American","10/19/2024","No violations were recorded at the time of this inspection.",,,"Not Applicable","0",,,"01/02/2026","Inter-Agency Task Force / Initial Inspection","40,74308199601","-74,00865029375","104","03","009900","1012253","1006620003","MN13","POINT (-74.008650293747 40.743081996014)"
"50087285","GREAT WALL RESTAURANT","Brooklyn","1539","EAST NEW YORK AVENUE","11212","7183422900","Chinese","08/04/2021","Violations were cited in the following area(s).","04K","Evidence of rats or live rats present in facility's food and/or non-food areas.","Critical","25",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,67227378389","-73,9108855229","316","41","036300","3039277","3014610039","BK79","POINT (-73.910885522901 40.672273783887)"
"50099544","PASTA EATER","Manhattan","9","EAST   17 STREET","10003","9176978610","Italian","08/26/2024","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","25","B","08/26/2024","01/02/2026","Cycle Inspection / Re-inspection","40,7376171832","-73,99149115008","105","03","005200","1016114","1008460010","MN13","POINT (-73.991491150081 40.737617183204)"
"50178480","Frø","Brooklyn","185","VAN DYKE STREET","11231","2035223666",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,67695138588","-74,01662361313","306","38","005300","3008778","3005950300","BK33","POINT (-74.016623613126 40.676951385882)"
"50103415","THE VILLAGE SALOON","Queens","82-11","ELIOT AVENUE","11379","7184768444","American","07/22/2025","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","22",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,72592494101","-73,87720258545","405","30","050700","4066540","4029160030","QN21","POINT (-73.877202585448 40.725924941007)"
"50171571","WONDER","Manhattan","3780","BROADWAY","10032","9088086982",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,834142641","-73,94479983779","112","07","024100","1084194","1021160001","MN36","POINT (-73.944799837788 40.834142641001)"
"50118993","BAMBINO EXPRESS","Queens","760B","SENECA AVENUE","11385","3472945462","Pizza","05/15/2025","Violations were cited in the following area(s).","08C","Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","Not Critical","45",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,70218023495","-73,90665454641","405","34","054900",,"4","QN20","POINT (-73.906654546407 40.702180234949)"
"50138450","CHAMPION PIZZA","Queens","22-36A","31 STREET","11105","3476124739","Pizza","08/07/2023","Violations were cited in the following area(s).","28-06","Contract with a pest management professional not in place. Record of extermination activities not kept on premises.","Not Critical","30",,,"01/02/2026","Pre-permit (Operational) / Initial Inspection","40,77532122628","-73,91169305694","401","22","011500","4017620","4008440052","QN72","POINT (-73.911693056938 40.775321226281)"
"50064192","TEXAS CHICKEN & BURGERS","Bronx","235","BROOK AVENUE","10454","6465935717","Chicken","02/14/2023","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","18","B","02/14/2023","01/02/2026","Cycle Inspection / Re-inspection","40,80769557025","-73,91914188751","201","08","003900","2091055","2022830053","BX39","POINT (-73.919141887514 40.80769557025)"
"50171314","COURT SQUARE PIZZERIA","Queens","45-02","23 STREET","11101","7182237823","Pizza","08/05/2025","Violations were cited in the following area(s).","09A","Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE","Critical","41",,,"01/02/2026","Pre-permit (Operational) / Initial Inspection","40,74676925602","-73,94537055492","402","26","000700","4000601","4000770033","QN31","POINT (-73.945370554918 40.746769256023)"
"50168936","FAT BOYS BURGERS","Manhattan","231","1 AVENUE","10003","5597199897",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,73107817487","-73,98276387946","103","02","004000","1006524","1004550036","MN22","POINT (-73.982763879463 40.731078174866)"
"50166429","LAVA SHAWARMA","Brooklyn","374","86 STREET","11209","6468941401","Middle Eastern","12/06/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","13","A","12/06/2025","01/02/2026","Pre-permit (Operational) / Re-inspection","40,62290972245","-74,02886505002","310","47","006000","3153491","3060440039","BK31","POINT (-74.028865050018 40.622909722448)"
"50131494","TERIYAKI ONE","Brooklyn","8949","BAY PARKWAY","11214","7185695909","Asian/Asian Fusion","05/12/2023","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","10","A","05/12/2023","01/02/2026","Pre-permit (Operational) / Initial Inspection","40,59522121446","-74,00077056649","311","43","029400","3345607","3064910011","BK28","POINT (-74.000770566489 40.595221214456)"
"50056938","DOUGLASTON DELI","Queens","44-23","DOUGLASTON PARKWAY","11363","7186313353","Sandwiches","07/11/2024","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","19",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,76614638953","-73,74519115216","411","19","147900","4168863","4081110010","QN45","POINT (-73.745191152162 40.766146389526)"
"40403419","AIR INDIA LOUNGE","Queens","4","-JFK AIRPORT",,"7187514040","Indian","05/28/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","27",,,"01/02/2026","Cycle Inspection / Initial Inspection","0","0",,,,,"4",,
"50175868","YEMENI SOCOTRA RESTAURANT INC.","Brooklyn","470","NOSTRAND AVENUE","11216","9176359185",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,6828676933","-73,95008505577","303","36","024500","3052226","3018320051","BK75","POINT (-73.950085055772 40.682867693297)"
"41702724","MOMINETTE","Bronx","221","KNICKERBOCKER AVENUE",,"9292342941","French","10/23/2024","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","23",,,"01/02/2026","Cycle Inspection / Initial Inspection","0","0",,,,,"2",,
"50179826","NANA COLOMBIAN RESTAURANT","Queens","245-13","FRANCIS LEWIS BOULEVARD","11422","3474204074",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,66478303467","-73,73490314249","413","31","065400","4289377","4136140045","QN05","POINT (-73.734903142488 40.66478303467)"
"50144090","A LO PERUCHO","Queens","94-16","JAMAICA AVENUE","11421","7188801043","Peruvian","08/12/2024","Violations were cited in the following area(s).","20-04","“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.","Not Critical",,,,"01/02/2026","Administrative Miscellaneous / Initial Inspection","40,69408736291","-73,85092579177","409","32","002000","4184331","4089350008","QN53","POINT (-73.850925791768 40.694087362907)"
